MINISTERIO DE DEFENSA NACIONAL,Unnamed Column,Unnamed Column 1,Unnamed Column 2,Unnamed Column 3,Unnamed Column 4,Unnamed Column 5,Unnamed Column 6,Unnamed Column 7,Unnamed Column 8,Unnamed Column 9,Unnamed Column 10,Unnamed Column 11,Unnamed Column 12,Unnamed Column 13,Unnamed Column 14,Unnamed Column 15,Unnamed Column 16,Unnamed Column 17,Unnamed Column 18
01/01/2019 12:00:00 AM,ANTIOQUIA,ARGELIA,Martes,3:00:00,SAN PABLO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,ANALFABETA,5055000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,BELLO,Martes,4:49:00,PLAYA RICA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5088000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,BELLO,Martes,18:43:00,LA MILAGROSA,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,62,FEMENINO,SEPARADO,COLOMBIA,AMA DE CASA,ADMINISTRACION  DE EMPRESAS,SUPERIOR,5088000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,BRICEÑO,Martes,21:40:00,SECTOR CEMENTERIO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,-,SECUNDARIA,5107000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,CONCORDIA,Martes,22:05:00,PEÑITAS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5209000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,ENVIGADO,Martes,1:30:00,LA MINA,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5266000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,ITAGUI,Martes,4:30:00,LAS MARGARITAS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,5360000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,ITAGUI,Martes,15:20:00,EL ROSARIO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5360000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,LA CEJA,Martes,8:20:00,CIUDADELA LAS FLORES,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5376000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,8:30:00,LA ESPERANZA C-6,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5001000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,15:41:00,NUEVOS CONQUISTADORES C-13,URBANA,DISCOTECAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,19:11:00,EL CORAZON C-13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,5001000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,SONSON,Martes,5:20:00,PARQUE PRINCIPAL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,ANALFABETA,5756000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,TURBO,Martes,3:00:00,JULIA OROZCO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5837000,1
01/01/2019 12:00:00 AM,ANTIOQUIA,TURBO,Martes,15:33:00,SANTA FE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5837000,1
01/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Martes,3:00:00,BUENOS AIRES,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,8001000,1
01/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Martes,17:47:00,SAN FRANCISCO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,1
01/01/2019 12:00:00 AM,ATLÁNTICO,MALAMBO,Martes,15:30:00,BELLAVISTA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8433000,1
01/01/2019 12:00:00 AM,ATLÁNTICO,SOLEDAD,Martes,5:15:00,LA CENTRAL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8758000,1
01/01/2019 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Martes,1:30:00,LA ESPERANZA,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,56,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,13001000,1
01/01/2019 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Martes,17:00:00,SAN FRANCISCO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,13001000,1
01/01/2019 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Martes,0:45:00,EL POZON,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,13001000,1
01/01/2019 12:00:00 AM,BOLÍVAR,SANTA ROSA,Martes,20:30:00,SUBESTACION BAYUNCA,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,13683000,1
01/01/2019 12:00:00 AM,CAQUETÁ,FLORENCIA (CT),Martes,5:30:00,LA FLORESTA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,48,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,18001000,1
01/01/2019 12:00:00 AM,CAQUETÁ,SAN JOSÉ DEL FRAGUA,Martes,2:30:00,VDA.  EL CRISTAL,RURAL,TIENDA,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,18610000,1
01/01/2019 12:00:00 AM,CAUCA,PADILLA,Martes,7:45:00,CARLOS LLERAS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19513000,1
01/01/2019 12:00:00 AM,CAUCA,POPAYÁN (CT),Martes,9:55:00,SOLIDARIDAD,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,76,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,19001000,1
01/01/2019 12:00:00 AM,CAUCA,POPAYÁN (CT),Martes,4:37:00,VILLA OCCIDENTE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,19001000,1
01/01/2019 12:00:00 AM,CAUCA,SUÁREZ,Martes,6:55:00,PUEBLO NUEVO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19780000,1
01/01/2019 12:00:00 AM,CÓRDOBA,MONTELÍBANO,Martes,6:00:00,SAN JORGE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23466000,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,7:30:00,VILLA DEL MAR E-10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,7:05:00,CASA DE TEJA E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,7:40:00,LA INDEPENDENCIA E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,11001000,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,3:29:00,CENTRO USME E-5,URBANA,LAVA-AUTOS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,VENEZUELA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,7:07:00,LA HERRADURA E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,8:29:00,EL PINO E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,11001000,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,9:44:00,JUAN REY E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,PUERTO SALGAR,Martes,3:30:00,INS. PUERTO LIBRE,RURAL,ESTABLECIMIENTO PUBLICO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,25572000,1
01/01/2019 12:00:00 AM,GUAJIRA,MAICAO,Martes,5:10:00,SAN MARTIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,VENEZUELA,EMPLEADO PARTICULAR,-,SECUNDARIA,44430000,1
01/01/2019 12:00:00 AM,HUILA,GARZÓN,Martes,8:00:00,VEREDA EL PESCADO,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,46,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,41298000,1
01/01/2019 12:00:00 AM,HUILA,LA PLATA,Martes,23:50:00,VEREDA SANTA MARTHA,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,53,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,41396000,1
01/01/2019 12:00:00 AM,HUILA,NEIVA (CT),Martes,1:30:00,LA INDEPENDENCIA BAJA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,41001000,1
01/01/2019 12:00:00 AM,HUILA,NEIVA (CT),Martes,21:20:00,TIMANCO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,41001000,1
01/01/2019 12:00:00 AM,HUILA,SALADOBLANCO,Martes,15:30:00,VEREDA LAS MERCEDES,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,41660000,1
01/01/2019 12:00:00 AM,HUILA,TIMANÁ,Martes,7:00:00,VEREDA ALTO DE SANTA BÁRBARA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,41807000,1
01/01/2019 12:00:00 AM,HUILA,TIMANÁ,Martes,7:00:00,VEREDA ALTO DE SANTA BÁRBARA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,41807000,1
01/01/2019 12:00:00 AM,HUILA,TIMANÁ,Martes,7:00:00,VEREDA ALTO DE SANTA BÁRBARA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,66,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,41807000,1
01/01/2019 12:00:00 AM,MAGDALENA,FUNDACIÓN,Martes,13:40:00,SANTA HELENA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,PRIMARIA,47288000,1
01/01/2019 12:00:00 AM,MAGDALENA,ZONA BANANERA,Martes,1:00:00,CORREGIMIENTO ORIHUECA,URBANA,ESTADERO,ARMA DE FUEGO,A PIE,A PIE,23,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,47980000,1
01/01/2019 12:00:00 AM,META,CUMARAL,Martes,9:20:00,VEREDA EL JAPON,RURAL,ESTABLECIMIENTO PUBLICO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,50226000,1
01/01/2019 12:00:00 AM,META,VILLAVICENCIO (CT),Martes,1:36:00,LA NOHORA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,50001000,1
01/01/2019 12:00:00 AM,NARIÑO,EL ROSARIO,Martes,19:30:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52256000,1
01/01/2019 12:00:00 AM,NARIÑO,IPIALES,Martes,6:00:00,VEREDA LAS BRISAS,RURAL,HOSPITALES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52356000,1
01/01/2019 12:00:00 AM,NARIÑO,LEIVA,Martes,22:00:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,52405000,1
01/01/2019 12:00:00 AM,NARIÑO,PASTO (CT),Martes,4:30:00,SAN ALBANO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,52001000,1
01/01/2019 12:00:00 AM,NARIÑO,PUPIALES,Martes,10:00:00,VEREDA QUITIAQUEZ,RURAL,ESTABLECIMIENTO PUBLICO,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52585000,1
01/01/2019 12:00:00 AM,NARIÑO,SANTA BÁRBARA,Martes,4:20:00,VIENTO LIBRE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52696000,1
01/01/2019 12:00:00 AM,NORTE DE SANTANDER,ABREGO,Martes,2:00:00,VEREDA EL TARRA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,54003000,1
01/01/2019 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Martes,16:20:00,BARRIO BELEN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,28,MASCULINO,SOLTERO,VENEZUELA,DESEMPLEADO,-,SECUNDARIA,54001000,1
01/01/2019 12:00:00 AM,NORTE DE SANTANDER,OCAÑA,Martes,13:00:00,BARRIO LOS SAUCES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,54498000,1
01/01/2019 12:00:00 AM,PUTUMAYO,SAN MIGUEL,Martes,14:00:00,SAN FELIPE,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,86757000,1
01/01/2019 12:00:00 AM,QUINDÍO,CALARCA,Martes,12:00:00,VDA.CHAGUALA,RURAL,TRAMO DE VIA,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,63130000,1
01/01/2019 12:00:00 AM,QUINDÍO,LA TEBAIDA,Martes,21:15:00,ZONA CENTRO,URBANA,FRENTE A DISCOTECAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,63401000,1
01/01/2019 12:00:00 AM,RISARALDA,PEREIRA (CT),Martes,7:20:00,RAFAEL URIBE I,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,66001000,1
01/01/2019 12:00:00 AM,SAN ANDRÉS,SAN ANDRÉS (CT),Martes,10:00:00,BARRIO VISTA HERMOSA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,88001000,1
01/01/2019 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Martes,20:30:00,SAN GERARDO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,68001000,1
01/01/2019 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Martes,15:30:00,LA JUVENTUD,URBANA,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,68001000,1
01/01/2019 12:00:00 AM,SUCRE,SAN ONOFRE,Martes,1:30:00,VEREDA PISIS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,70713000,1
01/01/2019 12:00:00 AM,SUCRE,SAN ONOFRE,Martes,1:30:00,VEREDA PISIS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,FEMENINO,SEPARADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,70713000,1
01/01/2019 12:00:00 AM,TOLIMA,COYAIMA,Martes,21:40:00,VRDA. ZARAGOSA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73217000,1
01/01/2019 12:00:00 AM,TOLIMA,COYAIMA,Martes,21:40:00,VRDA. ZARAGOSA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,73217000,1
01/01/2019 12:00:00 AM,TOLIMA,COYAIMA,Martes,21:40:00,VRDA. ZARAGOSA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,62,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,73217000,1
01/01/2019 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Martes,14:30:00,VRDA. ALISAR SANTA RITA,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,73001000,1
01/01/2019 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Martes,18:47:00,LAS DELICIAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,PRIMARIA,73001000,1
01/01/2019 12:00:00 AM,VALLE,BOLÍVAR,Martes,1:00:00,CRGTO RICAURTE,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76100000,1
01/01/2019 12:00:00 AM,VALLE,BUENAVENTURA,Martes,9:15:00,PORVENIR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,76109000,1
01/01/2019 12:00:00 AM,VALLE,BUENAVENTURA,Martes,14:10:00,CAMILO TORRES,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76109000,1
01/01/2019 12:00:00 AM,VALLE,CALI (CT),Martes,20:40:00,PUERTAS DEL SOL E14,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,1
01/01/2019 12:00:00 AM,VALLE,CALI (CT),Martes,13:10:00,JORGE ZAWADSKY E10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,1
01/01/2019 12:00:00 AM,VALLE,CALI (CT),Martes,7:39:00,ALFONSO LOPEZ I E7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,76001000,1
01/01/2019 12:00:00 AM,VALLE,CALI (CT),Martes,7:39:00,ALFONSO LOPEZ I E7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,1
01/01/2019 12:00:00 AM,VALLE,CALI (CT),Martes,8:46:00,SAN JUAN BOSCO E3,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
01/01/2019 12:00:00 AM,VALLE,CALI (CT),Martes,9:41:00,LOS COMUNEROS II E13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
01/01/2019 12:00:00 AM,VALLE,CALI (CT),Martes,23:16:00,LOS CHORROS E18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,76001000,1
01/01/2019 12:00:00 AM,VALLE,EL CERRITO,Martes,22:30:00,S/TA BARBARA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76248000,1
01/01/2019 12:00:00 AM,VALLE,FLORIDA,Martes,12:50:00,PEREZ QUINAMAYO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76275000,1
01/01/2019 12:00:00 AM,VALLE,GINEBRA,Martes,13:45:00,VDA. COCUYOS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,FEMENINO,SEPARADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76306000,1
01/01/2019 12:00:00 AM,VALLE,PALMIRA,Martes,10:03:00,SEMBRADOR,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76520000,1
01/01/2019 12:00:00 AM,VALLE,PALMIRA,Martes,10:10:00,SAN PEDRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76520000,1
